0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,12;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,12;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,16;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,16;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,16;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,16;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,16;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,16;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,16;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,16;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,16;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,12;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,12;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,12;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,12;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,24;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,24;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,24;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,24;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,24;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,16;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,12;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,12;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,12;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,12;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,12;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,16;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,16;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,2;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,2;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,2;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,2;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,2;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,2;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,2;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,16;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,12;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,12;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,12;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,08;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0,1266916.0,02717972.0,285371.0,0412389.0,04;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
0,391298.0,177248.0,8178475.0.NaN.NaN.NaN.0;1;0,001;25;0;
